#Coverage	Number of genomic locations
12957.0	2.0
12959.0	1.0
12961.0	2.0
12962.0	3.0
12964.0	1.0
12967.0	1.0
12970.0	1.0
12973.0	1.0
12976.0	1.0
12977.0	1.0
12979.0	2.0
12982.0	1.0
12983.0	2.0
12984.0	1.0
12985.0	1.0
12986.0	1.0
12988.0	2.0
12991.0	1.0
12992.0	2.0
12993.0	1.0
12994.0	2.0
12996.0	1.0
12999.0	1.0
13004.0	1.0
13006.0	1.0
13007.0	1.0
13008.0	1.0
13010.0	1.0
13012.0	1.0
13017.0	1.0
13018.0	1.0
13019.0	1.0
13022.0	1.0
13025.0	1.0
13026.0	1.0
13027.0	1.0
13028.0	1.0
13030.0	1.0
13032.0	1.0
13033.0	2.0
13034.0	2.0
13036.0	1.0
13038.0	1.0
13039.0	1.0
13042.0	1.0
13046.0	1.0
13047.0	2.0
13049.0	1.0
13050.0	2.0
13051.0	2.0
13055.0	1.0
13057.0	2.0
13058.0	1.0
13059.0	3.0
13060.0	1.0
13065.0	1.0
13068.0	1.0
13072.0	1.0
13076.0	1.0
13078.0	1.0
13080.0	1.0
13083.0	2.0
13084.0	1.0
13088.0	1.0
13090.0	1.0
13092.0	2.0
13097.0	1.0
13098.0	1.0
13100.0	1.0
13105.0	1.0
13107.0	1.0
13109.0	1.0
13112.0	1.0
13114.0	1.0
13119.0	1.0
13121.0	1.0
13122.0	1.0
13131.0	1.0
13133.0	1.0
13140.0	1.0
13146.0	1.0
13151.0	1.0
13152.0	1.0
13154.0	1.0
13155.0	1.0
13157.0	1.0
13163.0	1.0
13164.0	1.0
13170.0	1.0
13174.0	1.0
13176.0	1.0
13178.0	1.0
13180.0	2.0
13181.0	2.0
13182.0	1.0
13183.0	2.0
13185.0	1.0
13186.0	1.0
13187.0	1.0
13188.0	1.0
13190.0	1.0
13194.0	1.0
13197.0	1.0
13198.0	1.0
13199.0	1.0
13201.0	1.0
13206.0	1.0
13208.0	1.0
13210.0	1.0
13212.0	2.0
13216.0	2.0
13218.0	1.0
13221.0	1.0
13222.0	1.0
13223.0	1.0
13225.0	1.0
13230.0	1.0
13231.0	1.0
13234.0	2.0
13237.0	1.0
13241.0	1.0
13244.0	2.0
13245.0	1.0
13249.0	2.0
13251.0	1.0
13252.0	3.0
13254.0	1.0
13261.0	1.0
13264.0	3.0
13267.0	3.0
13270.0	1.0
13272.0	3.0
13284.0	1.0
13285.0	1.0
13286.0	3.0
13289.0	1.0
13292.0	1.0
13293.0	1.0
13296.0	1.0
13297.0	1.0
13299.0	1.0
13300.0	3.0
13306.0	1.0
13307.0	2.0
13308.0	2.0
13309.0	2.0
13312.0	2.0
13314.0	1.0
13317.0	1.0
13318.0	2.0
13320.0	1.0
13322.0	2.0
13326.0	1.0
13328.0	1.0
13330.0	2.0
13338.0	2.0
13339.0	2.0
13340.0	2.0
13341.0	2.0
13344.0	2.0
13345.0	2.0
13346.0	1.0
13348.0	3.0
13349.0	1.0
13350.0	1.0
13351.0	2.0
13352.0	1.0
13353.0	1.0
13356.0	1.0
13361.0	2.0
13362.0	1.0
13365.0	2.0
13366.0	2.0
13369.0	1.0
13370.0	1.0
13371.0	1.0
13372.0	4.0
13373.0	1.0
13374.0	1.0
13375.0	2.0
13376.0	1.0
13378.0	1.0
13383.0	1.0
13385.0	2.0
13386.0	1.0
13387.0	1.0
13388.0	1.0
13389.0	1.0
13390.0	1.0
13392.0	1.0
13393.0	1.0
13394.0	1.0
13395.0	1.0
13397.0	2.0
13398.0	1.0
13400.0	1.0
13401.0	1.0
13405.0	1.0
13407.0	2.0
13409.0	1.0
13411.0	1.0
13417.0	1.0
13419.0	1.0
13422.0	1.0
13425.0	1.0
13426.0	2.0
13427.0	1.0
13431.0	1.0
13436.0	1.0
13437.0	2.0
13441.0	2.0
13443.0	1.0
13444.0	1.0
13445.0	1.0
13449.0	3.0
13450.0	3.0
13456.0	2.0
13457.0	1.0
13460.0	1.0
13462.0	2.0
13464.0	2.0
13466.0	1.0
13468.0	1.0
13472.0	3.0
13473.0	2.0
13474.0	2.0
13476.0	1.0
13477.0	3.0
13478.0	1.0
13482.0	1.0
13485.0	2.0
13488.0	1.0
13491.0	1.0
13492.0	2.0
13494.0	1.0
13495.0	2.0
13497.0	4.0
13498.0	1.0
13499.0	1.0
13501.0	1.0
13504.0	3.0
13508.0	1.0
13509.0	1.0
13510.0	1.0
13511.0	1.0
13513.0	1.0
13515.0	1.0
13518.0	1.0
13519.0	1.0
13520.0	1.0
13521.0	1.0
13523.0	1.0
13525.0	2.0
13527.0	2.0
13529.0	1.0
13533.0	1.0
13534.0	1.0
13535.0	1.0
13537.0	1.0
13538.0	2.0
13539.0	1.0
13540.0	1.0
13542.0	1.0
13543.0	1.0
13547.0	1.0
13548.0	1.0
13551.0	2.0
13555.0	1.0
13557.0	1.0
13558.0	1.0
13559.0	1.0
13562.0	2.0
13563.0	1.0
13566.0	2.0
13573.0	3.0
13577.0	2.0
13579.0	1.0
13581.0	1.0
13583.0	2.0
13584.0	1.0
13586.0	1.0
13595.0	2.0
13599.0	1.0
13600.0	1.0
13601.0	1.0
13603.0	1.0
13606.0	1.0
13608.0	3.0
13614.0	1.0
13617.0	1.0
13629.0	1.0
13630.0	1.0
13631.0	1.0
13633.0	2.0
13635.0	1.0
13636.0	1.0
13638.0	1.0
13639.0	1.0
13640.0	1.0
13641.0	1.0
13644.0	1.0
13645.0	1.0
13646.0	1.0
13651.0	1.0
13652.0	2.0
13654.0	1.0
13658.0	2.0
13661.0	2.0
13662.0	1.0
13663.0	1.0
13665.0	1.0
13669.0	2.0
13673.0	1.0
13683.0	1.0
13687.0	1.0
13693.0	1.0
13695.0	1.0
13696.0	1.0
13698.0	1.0
13699.0	2.0
13700.0	1.0
13707.0	3.0
13715.0	1.0
13720.0	1.0
13725.0	1.0
13733.0	1.0
13737.0	2.0
13739.0	2.0
13740.0	1.0
13746.0	1.0
13748.0	1.0
13749.0	1.0
13752.0	1.0
13757.0	1.0
13758.0	2.0
13777.0	1.0
13779.0	1.0
13792.0	2.0
13793.0	1.0
13797.0	2.0
13801.0	2.0
13802.0	1.0
13805.0	1.0
13806.0	1.0
13809.0	1.0
13813.0	1.0
13814.0	1.0
13815.0	1.0
13818.0	1.0
13823.0	1.0
13825.0	1.0
13826.0	1.0
13827.0	1.0
13829.0	1.0
13834.0	1.0
13838.0	1.0
13840.0	1.0
13841.0	1.0
13843.0	1.0
13850.0	1.0
13855.0	1.0
13856.0	1.0
13858.0	2.0
13860.0	1.0
13861.0	1.0
13863.0	1.0
13865.0	1.0
13868.0	1.0
13870.0	1.0
13873.0	3.0
13875.0	1.0
13877.0	2.0
13880.0	1.0
13882.0	1.0
13886.0	1.0
13888.0	1.0
13891.0	1.0
13896.0	1.0
13897.0	1.0
13898.0	1.0
13899.0	1.0
13901.0	1.0
13902.0	1.0
13910.0	1.0
13915.0	1.0
13919.0	1.0
13924.0	1.0
13927.0	1.0
13936.0	1.0
13937.0	1.0
13942.0	1.0
13943.0	1.0
13945.0	1.0
13947.0	1.0
13952.0	1.0
13953.0	1.0
13955.0	1.0
13965.0	1.0
13966.0	2.0
13968.0	1.0
13972.0	1.0
13975.0	1.0
13978.0	2.0
13979.0	1.0
13981.0	1.0
13986.0	2.0
13989.0	1.0
13999.0	1.0
14004.0	1.0
14008.0	1.0
14010.0	1.0
14012.0	2.0
14013.0	2.0
14014.0	1.0
14015.0	1.0
14018.0	1.0
14023.0	1.0
14025.0	1.0
14027.0	1.0
14031.0	3.0
14032.0	1.0
14033.0	2.0
14035.0	2.0
14037.0	2.0
14038.0	1.0
14040.0	1.0
14041.0	2.0
14044.0	1.0
14045.0	2.0
14046.0	1.0
14048.0	1.0
14050.0	1.0
14052.0	1.0
14054.0	2.0
14055.0	1.0
14059.0	1.0
14063.0	1.0
14064.0	1.0
14066.0	2.0
14069.0	1.0
14070.0	1.0
14072.0	1.0
14074.0	1.0
14075.0	2.0
14083.0	1.0
14085.0	2.0
14088.0	1.0
14089.0	1.0
14091.0	1.0
14092.0	1.0
14099.0	1.0
14104.0	2.0
14105.0	1.0
14108.0	2.0
14119.0	1.0
14120.0	1.0
14122.0	1.0
14123.0	1.0
14125.0	1.0
14126.0	1.0
14130.0	1.0
14132.0	2.0
14134.0	2.0
14138.0	1.0
14139.0	1.0
14145.0	2.0
14146.0	1.0
14147.0	1.0
14148.0	1.0
14149.0	1.0
14150.0	1.0
14152.0	2.0
14160.0	1.0
14162.0	1.0
14167.0	1.0
14169.0	1.0
14171.0	2.0
14172.0	1.0
14176.0	2.0
14177.0	3.0
14178.0	1.0
14184.0	2.0
14185.0	1.0
14189.0	1.0
14190.0	2.0
14191.0	1.0
14194.0	2.0
14200.0	2.0
14207.0	1.0
14214.0	1.0
14221.0	2.0
14224.0	1.0
14227.0	1.0
14228.0	1.0
14235.0	1.0
14237.0	2.0
14241.0	1.0
14243.0	1.0
14249.0	1.0
14250.0	1.0
14257.0	1.0
14258.0	1.0
14260.0	1.0
14261.0	1.0
14263.0	1.0
14267.0	3.0
14269.0	2.0
14271.0	1.0
14279.0	1.0
14284.0	1.0
14285.0	1.0
14289.0	1.0
14290.0	1.0
14292.0	1.0
14294.0	2.0
14296.0	2.0
14298.0	1.0
14301.0	1.0
14303.0	1.0
14305.0	1.0
14311.0	1.0
14312.0	1.0
14313.0	2.0
14314.0	1.0
14316.0	1.0
14317.0	2.0
14318.0	1.0
14321.0	1.0
14324.0	1.0
14325.0	1.0
14326.0	1.0
14327.0	1.0
14328.0	1.0
14335.0	1.0
14336.0	1.0
14337.0	1.0
14338.0	1.0
14340.0	1.0
14343.0	1.0
14346.0	1.0
14359.0	2.0
14361.0	2.0
14362.0	1.0
14367.0	1.0
14373.0	1.0
14381.0	1.0
14383.0	2.0
14384.0	2.0
14385.0	1.0
14388.0	1.0
14395.0	1.0
14401.0	1.0
14402.0	1.0
14416.0	1.0
14419.0	1.0
14421.0	1.0
14423.0	2.0
14424.0	1.0
14425.0	2.0
14428.0	1.0
14431.0	1.0
14434.0	1.0
14435.0	1.0
14437.0	1.0
14438.0	1.0
14443.0	1.0
14445.0	2.0
14448.0	1.0
14453.0	1.0
14460.0	1.0
14461.0	1.0
14466.0	2.0
14467.0	1.0
14468.0	1.0
14470.0	1.0
14471.0	2.0
14473.0	2.0
14474.0	1.0
14475.0	1.0
14478.0	1.0
14485.0	2.0
14488.0	1.0
14489.0	2.0
14491.0	1.0
14493.0	1.0
14494.0	1.0
14496.0	1.0
14497.0	1.0
14500.0	1.0
14503.0	1.0
14506.0	1.0
14508.0	1.0
14512.0	1.0
14513.0	1.0
14515.0	2.0
14518.0	1.0
14519.0	1.0
14520.0	1.0
14522.0	1.0
14524.0	2.0
14526.0	1.0
14529.0	1.0
14533.0	1.0
14534.0	1.0
14538.0	1.0
14540.0	1.0
14543.0	1.0
14546.0	2.0
14547.0	1.0
14551.0	2.0
14553.0	1.0
14558.0	1.0
14561.0	1.0
14564.0	1.0
14566.0	2.0
14571.0	2.0
14575.0	1.0
14577.0	1.0
14584.0	1.0
14585.0	1.0
14586.0	1.0
14593.0	1.0
14597.0	1.0
14599.0	1.0
14600.0	2.0
14601.0	2.0
14602.0	2.0
14603.0	1.0
14604.0	2.0
14605.0	3.0
14610.0	1.0
14611.0	1.0
14614.0	1.0
14619.0	1.0
14621.0	1.0
14626.0	1.0
14628.0	1.0
14632.0	1.0
14633.0	1.0
14635.0	4.0
14639.0	1.0
14642.0	1.0
14644.0	1.0
14645.0	1.0
14654.0	1.0
14656.0	1.0
14658.0	1.0
14660.0	1.0
14671.0	1.0
14674.0	2.0
14677.0	1.0
14678.0	1.0
14679.0	1.0
14684.0	1.0
14685.0	1.0
14686.0	1.0
14688.0	2.0
14689.0	1.0
14690.0	1.0
14692.0	2.0
14695.0	1.0
14697.0	1.0
14698.0	1.0
14699.0	1.0
14703.0	2.0
14705.0	1.0
14707.0	2.0
14713.0	1.0
14714.0	3.0
14715.0	1.0
14718.0	1.0
14722.0	1.0
14723.0	1.0
14727.0	1.0
14746.0	1.0
14748.0	3.0
14750.0	1.0
14753.0	2.0
14754.0	2.0
14755.0	1.0
14756.0	1.0
14761.0	1.0
14769.0	1.0
14772.0	1.0
14776.0	1.0
14778.0	1.0
14782.0	1.0
14785.0	1.0
14794.0	1.0
14795.0	1.0
14799.0	1.0
14803.0	1.0
14806.0	1.0
14808.0	1.0
14815.0	1.0
14819.0	1.0
14820.0	2.0
14822.0	1.0
14833.0	1.0
14867.0	1.0
14881.0	1.0
14886.0	2.0
14891.0	1.0
14898.0	1.0
14899.0	1.0
14900.0	1.0
14901.0	1.0
14905.0	1.0
14912.0	1.0
14915.0	2.0
14917.0	1.0
14927.0	1.0
14930.0	1.0
14931.0	1.0
14932.0	1.0
14936.0	1.0
14937.0	2.0
14950.0	1.0
14953.0	1.0
14954.0	1.0
14962.0	1.0
14963.0	1.0
14967.0	1.0
14969.0	1.0
14973.0	1.0
14976.0	1.0
14981.0	1.0
14984.0	3.0
14985.0	3.0
14987.0	1.0
14989.0	1.0
14991.0	1.0
14998.0	1.0
15004.0	1.0
15017.0	1.0
15026.0	1.0
15030.0	1.0
15031.0	2.0
15078.0	1.0
15084.0	1.0
15089.0	1.0
15090.0	1.0
15094.0	1.0
15107.0	1.0
15116.0	2.0
15120.0	2.0
15121.0	1.0
15125.0	1.0
15127.0	1.0
15130.0	2.0
15138.0	1.0
15140.0	1.0
15141.0	1.0
15144.0	1.0
15148.0	1.0
15166.0	2.0
15173.0	1.0
15175.0	1.0
15177.0	2.0
15181.0	1.0
15182.0	1.0
15185.0	1.0
15188.0	1.0
15189.0	1.0
15190.0	1.0
15193.0	1.0
15195.0	1.0
15198.0	1.0
15201.0	1.0
15208.0	1.0
15215.0	2.0
15222.0	1.0
15226.0	1.0
15233.0	1.0
15235.0	1.0
15238.0	1.0
15248.0	1.0
15254.0	1.0
15259.0	1.0
15260.0	1.0
15262.0	1.0
15269.0	1.0
15273.0	1.0
15280.0	2.0
15281.0	1.0
15282.0	1.0
15294.0	1.0
15299.0	1.0
15306.0	1.0
15326.0	1.0
15327.0	1.0
15332.0	1.0
15334.0	1.0
15335.0	1.0
15337.0	1.0
15339.0	1.0
15340.0	1.0
15342.0	1.0
15343.0	1.0
15344.0	1.0
15345.0	1.0
15350.0	1.0
15356.0	1.0
15358.0	1.0
15359.0	1.0
15360.0	1.0
15364.0	1.0
15365.0	1.0
15367.0	1.0
15369.0	1.0
15377.0	1.0
15379.0	1.0
15384.0	1.0
15409.0	1.0
15413.0	1.0
15414.0	1.0
15421.0	1.0
15429.0	1.0
15431.0	1.0
15440.0	1.0
15447.0	1.0
15456.0	1.0
15457.0	1.0
15460.0	1.0
15462.0	1.0
15468.0	1.0
15470.0	1.0
15476.0	1.0
15491.0	1.0
15497.0	1.0
15502.0	1.0
15503.0	2.0
15504.0	1.0
15524.0	1.0
15525.0	1.0
15527.0	1.0
15528.0	1.0
15532.0	1.0
15539.0	1.0
15548.0	2.0
15549.0	1.0
15564.0	1.0
15565.0	1.0
15569.0	1.0
15578.0	1.0
15586.0	1.0
15587.0	1.0
15592.0	1.0
15599.0	1.0
15607.0	1.0
15615.0	1.0
15616.0	1.0
15617.0	1.0
15623.0	1.0
15628.0	1.0
15631.0	1.0
15634.0	1.0
15643.0	1.0
15647.0	2.0
15649.0	1.0
15650.0	3.0
15654.0	1.0
15658.0	2.0
15659.0	1.0
15661.0	1.0
15666.0	1.0
15670.0	1.0
15673.0	1.0
15679.0	1.0
15684.0	1.0
15687.0	1.0
15696.0	1.0
15698.0	1.0
15709.0	1.0
15711.0	2.0
15712.0	1.0
15714.0	1.0
15717.0	2.0
15719.0	1.0
15722.0	1.0
15732.0	1.0
15735.0	1.0
15744.0	1.0
15745.0	1.0
15751.0	1.0
15752.0	1.0
15753.0	1.0
15760.0	1.0
15762.0	1.0
15763.0	1.0
15772.0	2.0
15778.0	1.0
15782.0	1.0
15786.0	1.0
15787.0	1.0
15791.0	2.0
15792.0	1.0
15797.0	1.0
15798.0	2.0
15804.0	2.0
15806.0	1.0
15807.0	1.0
15809.0	1.0
15813.0	1.0
15817.0	1.0
15828.0	1.0
15838.0	1.0
15843.0	2.0
15845.0	2.0
15850.0	1.0
15854.0	1.0
15858.0	1.0
15872.0	2.0
15881.0	1.0
15888.0	2.0
15889.0	2.0
15892.0	1.0
15898.0	1.0
15903.0	1.0
15907.0	2.0
15908.0	1.0
15915.0	1.0
15920.0	3.0
15922.0	2.0
15926.0	1.0
15927.0	1.0
15930.0	1.0
15937.0	2.0
15938.0	1.0
15948.0	1.0
15949.0	1.0
15950.0	1.0
15951.0	2.0
15952.0	2.0
15954.0	1.0
15957.0	1.0
15958.0	1.0
15959.0	2.0
15961.0	1.0
15964.0	1.0
15966.0	1.0
15967.0	1.0
15968.0	1.0
15970.0	1.0
15971.0	1.0
15972.0	2.0
15975.0	1.0
15976.0	1.0
15977.0	1.0
15981.0	1.0
15982.0	1.0
15983.0	1.0
15985.0	1.0
15987.0	2.0
15991.0	1.0
15996.0	1.0
16003.0	2.0
16004.0	1.0
16007.0	1.0
16009.0	1.0
16013.0	2.0
16021.0	1.0
16025.0	1.0
16030.0	1.0
16031.0	1.0
16035.0	1.0
16038.0	1.0
16039.0	1.0
16041.0	1.0
16050.0	1.0
16052.0	1.0
16056.0	1.0
16061.0	1.0
16067.0	1.0
16073.0	1.0
16074.0	2.0
16076.0	1.0
16081.0	1.0
16083.0	1.0
16094.0	3.0
16096.0	2.0
16097.0	2.0
16099.0	2.0
16102.0	1.0
16107.0	1.0
16115.0	1.0
16118.0	1.0
16120.0	1.0
16121.0	2.0
16127.0	1.0
16129.0	1.0
16131.0	1.0
16136.0	1.0
16138.0	1.0
16141.0	1.0
16142.0	2.0
16145.0	1.0
16147.0	2.0
16149.0	1.0
16150.0	1.0
16154.0	2.0
16159.0	1.0
16161.0	1.0
16164.0	1.0
16166.0	1.0
16167.0	1.0
16168.0	1.0
16169.0	1.0
16172.0	1.0
16173.0	1.0
16174.0	1.0
16176.0	1.0
16178.0	2.0
16180.0	1.0
16182.0	1.0
16190.0	1.0
16192.0	1.0
16195.0	1.0
16197.0	1.0
16199.0	1.0
16208.0	1.0
16210.0	1.0
16212.0	1.0
16213.0	1.0
16216.0	2.0
16217.0	1.0
16221.0	1.0
16234.0	2.0
16236.0	1.0
16237.0	1.0
16239.0	1.0
16240.0	1.0
16242.0	1.0
16243.0	1.0
16245.0	1.0
16246.0	1.0
16249.0	1.0
16263.0	2.0
16267.0	1.0
16272.0	2.0
16273.0	1.0
16275.0	1.0
16281.0	1.0
16282.0	1.0
16285.0	1.0
16292.0	1.0
16295.0	1.0
16297.0	1.0
16298.0	1.0
16304.0	1.0
16314.0	2.0
16321.0	1.0
16323.0	1.0
16331.0	1.0
16339.0	1.0
16340.0	1.0
16342.0	1.0
16345.0	1.0
16351.0	2.0
16352.0	1.0
16356.0	1.0
16362.0	1.0
16365.0	1.0
16366.0	1.0
16367.0	1.0
16369.0	2.0
16370.0	1.0
16373.0	2.0
16382.0	2.0
16383.0	1.0
16385.0	1.0
16397.0	1.0
16401.0	1.0
16410.0	1.0
16419.0	1.0
16425.0	1.0
16429.0	1.0
16430.0	1.0
16433.0	1.0
16438.0	1.0
16440.0	1.0
16450.0	1.0
16456.0	1.0
16460.0	1.0
16462.0	1.0
16468.0	1.0
16470.0	1.0
16473.0	1.0
16474.0	1.0
16477.0	1.0
16486.0	1.0
16497.0	1.0
16502.0	1.0
16504.0	1.0
16507.0	1.0
16513.0	1.0
16514.0	1.0
16516.0	1.0
16518.0	1.0
16520.0	2.0
16522.0	1.0
16528.0	1.0
16529.0	1.0
16535.0	1.0
16540.0	1.0
16541.0	1.0
16543.0	1.0
16547.0	1.0
16548.0	1.0
16550.0	1.0
16551.0	1.0
16553.0	1.0
16555.0	1.0
16557.0	1.0
16559.0	1.0
16561.0	1.0
16567.0	2.0
16571.0	1.0
16572.0	1.0
16576.0	1.0
16577.0	1.0
16585.0	1.0
16587.0	2.0
16591.0	2.0
16592.0	1.0
16603.0	2.0
16605.0	1.0
16606.0	1.0
16614.0	1.0
16617.0	2.0
16624.0	1.0
16628.0	1.0
16629.0	1.0
16630.0	1.0
16635.0	1.0
16636.0	1.0
16637.0	1.0
16638.0	2.0
16644.0	2.0
16646.0	1.0
16648.0	1.0
16649.0	1.0
16650.0	1.0
16651.0	2.0
16656.0	1.0
16657.0	2.0
16658.0	1.0
16663.0	1.0
16668.0	1.0
16671.0	1.0
16673.0	1.0
16674.0	1.0
16675.0	1.0
16676.0	2.0
16678.0	1.0
16680.0	1.0
16681.0	1.0
16682.0	1.0
16685.0	1.0
16687.0	1.0
16688.0	1.0
16689.0	2.0
16691.0	1.0
16694.0	1.0
16699.0	4.0
16700.0	1.0
16702.0	1.0
16705.0	1.0
16706.0	1.0
16707.0	3.0
16708.0	3.0
16719.0	1.0
16721.0	2.0
16722.0	1.0
16730.0	1.0
16734.0	2.0
16739.0	1.0
16744.0	1.0
16757.0	2.0
16766.0	1.0
16770.0	1.0
16774.0	1.0
16776.0	1.0
16778.0	1.0
16783.0	1.0
16784.0	1.0
16787.0	1.0
16791.0	2.0
16793.0	1.0
16798.0	1.0
16802.0	1.0
16808.0	2.0
16811.0	2.0
16813.0	1.0
16818.0	1.0
16820.0	2.0
16821.0	1.0
16830.0	1.0
16843.0	1.0
16845.0	1.0
16850.0	1.0
16852.0	1.0
16856.0	1.0
16859.0	1.0
16877.0	1.0
16879.0	1.0
16883.0	1.0
16888.0	1.0
16893.0	1.0
16897.0	1.0
16904.0	1.0
16906.0	1.0
16908.0	1.0
16911.0	2.0
16912.0	1.0
16914.0	3.0
16916.0	1.0
16926.0	1.0
16927.0	1.0
16932.0	1.0
16933.0	1.0
16934.0	1.0
16935.0	1.0
16937.0	2.0
16942.0	1.0
16944.0	2.0
16946.0	1.0
16949.0	1.0
16953.0	1.0
16955.0	1.0
16962.0	2.0
16966.0	1.0
16969.0	1.0
16973.0	1.0
16975.0	1.0
16976.0	1.0
16983.0	1.0
16984.0	2.0
16992.0	1.0
16998.0	1.0
17010.0	1.0
17012.0	1.0
17014.0	1.0
17024.0	1.0
17032.0	1.0
17036.0	1.0
17040.0	1.0
17041.0	2.0
17042.0	1.0
17047.0	1.0
17056.0	1.0
17057.0	1.0
17071.0	1.0
17078.0	1.0
17080.0	1.0
17115.0	1.0
17116.0	1.0
17129.0	1.0
17132.0	1.0
17136.0	1.0
17154.0	2.0
17155.0	1.0
17156.0	1.0
17159.0	1.0
17163.0	1.0
17182.0	1.0
17186.0	1.0
17210.0	1.0
17211.0	2.0
17218.0	1.0
17221.0	1.0
17227.0	1.0
17228.0	1.0
17229.0	1.0
17240.0	1.0
17246.0	1.0
17253.0	2.0
17258.0	1.0
17262.0	1.0
17265.0	1.0
17267.0	1.0
17269.0	1.0
17274.0	2.0
17287.0	1.0
17288.0	1.0
17296.0	1.0
17298.0	1.0
17301.0	1.0
17302.0	2.0
17306.0	1.0
17308.0	1.0
17311.0	1.0
17323.0	1.0
17326.0	1.0
17328.0	1.0
17334.0	1.0
17338.0	1.0
17351.0	1.0
17355.0	1.0
17368.0	1.0
17372.0	1.0
17377.0	1.0
17389.0	1.0
17390.0	1.0
17394.0	1.0
17400.0	1.0
17416.0	1.0
17417.0	1.0
17419.0	2.0
17422.0	1.0
17427.0	1.0
17429.0	1.0
17431.0	1.0
17432.0	1.0
17434.0	1.0
17442.0	1.0
17444.0	1.0
17445.0	1.0
17447.0	1.0
17451.0	1.0
17456.0	1.0
17462.0	1.0
17470.0	1.0
17472.0	1.0
17483.0	1.0
17484.0	1.0
17487.0	1.0
17489.0	1.0
17490.0	1.0
17499.0	2.0
17509.0	1.0
17510.0	1.0
17518.0	1.0
17534.0	1.0
17552.0	1.0
17554.0	1.0
17560.0	1.0
17573.0	2.0
17576.0	1.0
17581.0	1.0
17582.0	1.0
17607.0	1.0
17622.0	1.0
17632.0	1.0
17662.0	1.0
17676.0	1.0
17691.0	1.0
17699.0	1.0
17719.0	1.0
17724.0	1.0
17789.0	1.0
17793.0	1.0
17794.0	1.0
17807.0	1.0
17813.0	1.0
17853.0	1.0
17859.0	1.0
17860.0	1.0
17866.0	1.0
17881.0	1.0
17904.0	1.0
17905.0	1.0
17921.0	1.0
17947.0	1.0
17988.0	1.0
17997.0	1.0
18002.0	1.0
18003.0	1.0
18005.0	1.0
18006.0	1.0
18016.0	1.0
18021.0	1.0
18097.0	1.0
18105.0	1.0
18117.0	1.0
18133.0	1.0
18151.0	1.0
18173.0	1.0
18177.0	1.0
18182.0	1.0
18187.0	1.0
18193.0	1.0
18199.0	1.0
18228.0	1.0
18242.0	1.0
18252.0	1.0
18253.0	1.0
18259.0	2.0
18339.0	1.0
18340.0	1.0
18346.0	1.0
18383.0	1.0
18408.0	1.0
18490.0	1.0
18533.0	1.0
18622.0	1.0
18808.0	1.0
18886.0	1.0
18887.0	1.0
18894.0	1.0
18910.0	1.0
18954.0	1.0
19017.0	1.0
19796.0	1.0
19813.0	1.0
20167.0	1.0
20289.0	1.0
20345.0	1.0
20389.0	1.0
20400.0	1.0
20503.0	1.0
20524.0	1.0
21298.0	1.0
21305.0	1.0
21401.0	1.0
21511.0	1.0
21533.0	1.0
21591.0	1.0
21746.0	1.0
21773.0	1.0
22028.0	1.0
