#Coverage	Number of genomic locations
3687.0	5.0
3688.0	3.0
3689.0	1.0
3690.0	2.0
3691.0	1.0
3692.0	3.0
3693.0	3.0
3694.0	7.0
3695.0	3.0
3696.0	2.0
3697.0	1.0
3698.0	3.0
3699.0	2.0
3700.0	4.0
3701.0	2.0
3702.0	1.0
3703.0	4.0
3704.0	2.0
3705.0	2.0
3706.0	4.0
3707.0	4.0
3708.0	3.0
3709.0	4.0
3710.0	1.0
3711.0	2.0
3712.0	1.0
3713.0	3.0
3714.0	8.0
3715.0	2.0
3716.0	1.0
3717.0	4.0
3718.0	5.0
3719.0	5.0
3720.0	3.0
3721.0	5.0
3723.0	6.0
3724.0	6.0
3725.0	1.0
3726.0	3.0
3727.0	4.0
3728.0	4.0
3729.0	4.0
3730.0	2.0
3731.0	5.0
3732.0	2.0
3733.0	1.0
3734.0	7.0
3735.0	2.0
3736.0	8.0
3737.0	5.0
3738.0	3.0
3739.0	2.0
3740.0	3.0
3742.0	2.0
3743.0	3.0
3744.0	2.0
3745.0	1.0
3746.0	2.0
3747.0	2.0
3749.0	1.0
3750.0	2.0
3751.0	3.0
3752.0	1.0
3753.0	2.0
3754.0	1.0
3755.0	3.0
3758.0	1.0
3759.0	3.0
3760.0	2.0
3763.0	3.0
3764.0	3.0
3765.0	1.0
3766.0	4.0
3767.0	1.0
3768.0	1.0
3769.0	2.0
3771.0	2.0
3772.0	4.0
3773.0	4.0
3774.0	3.0
3775.0	1.0
3776.0	2.0
3777.0	2.0
3778.0	1.0
3780.0	4.0
3781.0	3.0
3782.0	2.0
3783.0	4.0
3784.0	3.0
3785.0	1.0
3786.0	2.0
3787.0	1.0
3788.0	1.0
3789.0	2.0
3790.0	3.0
3791.0	3.0
3792.0	1.0
3793.0	1.0
3794.0	2.0
3795.0	1.0
3796.0	2.0
3797.0	1.0
3798.0	2.0
3799.0	5.0
3800.0	2.0
3801.0	2.0
3802.0	1.0
3803.0	1.0
3805.0	2.0
3806.0	1.0
3807.0	3.0
3810.0	2.0
3811.0	2.0
3812.0	1.0
3813.0	5.0
3815.0	3.0
3816.0	2.0
3817.0	1.0
3820.0	6.0
3821.0	2.0
3822.0	6.0
3823.0	4.0
3824.0	3.0
3826.0	5.0
3827.0	1.0
3828.0	1.0
3829.0	3.0
3831.0	2.0
3832.0	2.0
3833.0	3.0
3835.0	2.0
3836.0	1.0
3837.0	4.0
3838.0	1.0
3839.0	1.0
3840.0	3.0
3841.0	1.0
3844.0	4.0
3846.0	2.0
3847.0	6.0
3848.0	6.0
3849.0	6.0
3851.0	2.0
3852.0	2.0
3853.0	2.0
3854.0	2.0
3855.0	1.0
3856.0	2.0
3857.0	2.0
3859.0	1.0
3860.0	2.0
3861.0	2.0
3862.0	2.0
3863.0	3.0
3864.0	1.0
3865.0	1.0
3866.0	4.0
3867.0	1.0
3868.0	2.0
3869.0	1.0
3870.0	4.0
3871.0	2.0
3872.0	1.0
3873.0	1.0
3874.0	4.0
3875.0	3.0
3876.0	2.0
3877.0	4.0
3878.0	3.0
3879.0	1.0
3880.0	4.0
3881.0	4.0
3882.0	2.0
3883.0	3.0
3884.0	3.0
3885.0	1.0
3886.0	2.0
3887.0	2.0
3888.0	4.0
3889.0	3.0
3890.0	2.0
3891.0	2.0
3892.0	3.0
3893.0	2.0
3894.0	1.0
3895.0	4.0
3896.0	3.0
3897.0	1.0
3898.0	1.0
3899.0	2.0
3900.0	4.0
3901.0	2.0
3902.0	1.0
3905.0	1.0
3906.0	5.0
3907.0	3.0
3908.0	1.0
3909.0	4.0
3910.0	1.0
3911.0	1.0
3912.0	6.0
3913.0	2.0
3914.0	2.0
3915.0	5.0
3916.0	1.0
3917.0	1.0
3918.0	3.0
3919.0	1.0
3920.0	2.0
3921.0	4.0
3922.0	3.0
3923.0	1.0
3924.0	3.0
3925.0	2.0
3926.0	3.0
3927.0	1.0
3928.0	1.0
3930.0	2.0
3931.0	4.0
3932.0	2.0
3933.0	1.0
3935.0	2.0
3936.0	2.0
3937.0	4.0
3938.0	1.0
3939.0	4.0
3940.0	1.0
3941.0	2.0
3942.0	5.0
3943.0	2.0
3944.0	1.0
3945.0	1.0
3946.0	1.0
3947.0	5.0
3948.0	1.0
3949.0	2.0
3950.0	5.0
3952.0	5.0
3953.0	2.0
3954.0	3.0
3955.0	6.0
3956.0	3.0
3957.0	2.0
3958.0	2.0
3959.0	2.0
3961.0	3.0
3962.0	2.0
3963.0	4.0
3964.0	2.0
3965.0	2.0
3966.0	3.0
3967.0	1.0
3968.0	4.0
3969.0	6.0
3970.0	3.0
3971.0	5.0
3972.0	2.0
3973.0	3.0
3974.0	4.0
3975.0	4.0
3976.0	2.0
3977.0	4.0
3978.0	2.0
3979.0	2.0
3980.0	3.0
3981.0	5.0
3982.0	3.0
3983.0	1.0
3984.0	3.0
3985.0	2.0
3987.0	3.0
3988.0	2.0
3989.0	3.0
3990.0	5.0
3991.0	2.0
3992.0	2.0
3993.0	3.0
3994.0	4.0
3995.0	4.0
3996.0	4.0
3997.0	6.0
3998.0	3.0
3999.0	4.0
4000.0	3.0
4001.0	4.0
4002.0	1.0
4003.0	3.0
4004.0	4.0
4005.0	6.0
4006.0	2.0
4007.0	3.0
4008.0	4.0
4009.0	4.0
4010.0	7.0
4011.0	9.0
4012.0	3.0
4013.0	2.0
4014.0	4.0
4015.0	4.0
4016.0	1.0
4017.0	3.0
4018.0	6.0
4019.0	4.0
4020.0	7.0
4021.0	4.0
4022.0	1.0
4023.0	2.0
4024.0	3.0
4025.0	3.0
4026.0	2.0
4027.0	4.0
4028.0	1.0
4029.0	1.0
4030.0	2.0
4031.0	2.0
4033.0	4.0
4034.0	5.0
4035.0	4.0
4036.0	4.0
4037.0	3.0
4038.0	2.0
4040.0	3.0
4041.0	2.0
4042.0	5.0
4043.0	3.0
4044.0	5.0
4045.0	4.0
4046.0	5.0
4047.0	1.0
4049.0	2.0
4050.0	1.0
4051.0	2.0
4052.0	3.0
4053.0	4.0
4054.0	4.0
4055.0	3.0
4056.0	3.0
4057.0	3.0
4058.0	2.0
4060.0	4.0
4061.0	3.0
4062.0	5.0
4063.0	4.0
4064.0	2.0
4065.0	1.0
4066.0	3.0
4067.0	1.0
4068.0	6.0
4069.0	2.0
4070.0	4.0
4071.0	3.0
4072.0	2.0
4073.0	1.0
4074.0	3.0
4075.0	1.0
4076.0	5.0
4077.0	4.0
4078.0	2.0
4079.0	5.0
4080.0	3.0
4081.0	4.0
4082.0	3.0
4083.0	1.0
4084.0	6.0
4085.0	1.0
4086.0	2.0
4087.0	2.0
4088.0	5.0
4089.0	4.0
4090.0	2.0
4091.0	5.0
4092.0	3.0
4093.0	4.0
4095.0	3.0
4096.0	3.0
4097.0	5.0
4098.0	7.0
4099.0	3.0
4100.0	4.0
4101.0	5.0
4102.0	4.0
4103.0	2.0
4104.0	3.0
4105.0	7.0
4106.0	3.0
4107.0	3.0
4108.0	4.0
4109.0	5.0
4110.0	1.0
4111.0	8.0
4112.0	2.0
4113.0	5.0
4114.0	4.0
4115.0	5.0
4116.0	5.0
4117.0	4.0
4118.0	3.0
4119.0	5.0
4120.0	4.0
4121.0	6.0
4122.0	4.0
4123.0	5.0
4124.0	3.0
4125.0	1.0
4126.0	3.0
4127.0	8.0
4128.0	3.0
4129.0	3.0
4130.0	3.0
4131.0	4.0
4132.0	3.0
4133.0	7.0
4134.0	4.0
4135.0	4.0
4136.0	9.0
4137.0	5.0
4138.0	3.0
4139.0	7.0
4140.0	3.0
4141.0	2.0
4142.0	3.0
4143.0	1.0
4144.0	5.0
4145.0	7.0
4146.0	5.0
4147.0	7.0
4148.0	3.0
4149.0	5.0
4150.0	1.0
4151.0	1.0
4152.0	6.0
4153.0	1.0
4155.0	4.0
4156.0	2.0
4157.0	3.0
4158.0	2.0
4159.0	1.0
4160.0	4.0
4161.0	4.0
4162.0	3.0
4163.0	4.0
4164.0	5.0
4165.0	3.0
4166.0	8.0
4167.0	4.0
4168.0	4.0
4169.0	5.0
4170.0	5.0
4171.0	7.0
4172.0	4.0
4173.0	3.0
4174.0	3.0
4175.0	3.0
4176.0	1.0
4177.0	4.0
4178.0	2.0
4179.0	5.0
4180.0	2.0
4181.0	4.0
4182.0	5.0
4183.0	7.0
4184.0	7.0
4185.0	6.0
4186.0	5.0
4187.0	4.0
4188.0	5.0
4189.0	7.0
4190.0	6.0
4191.0	3.0
4192.0	5.0
4193.0	7.0
4194.0	5.0
4195.0	3.0
4196.0	3.0
4197.0	3.0
4198.0	5.0
4199.0	4.0
4200.0	4.0
4201.0	7.0
4202.0	2.0
4203.0	4.0
4204.0	4.0
4205.0	1.0
4206.0	5.0
4207.0	7.0
4208.0	5.0
4209.0	2.0
4210.0	4.0
4211.0	5.0
4212.0	5.0
4213.0	5.0
4214.0	2.0
4215.0	2.0
4216.0	4.0
4217.0	3.0
4218.0	4.0
4219.0	4.0
4220.0	5.0
4221.0	5.0
4222.0	7.0
4223.0	5.0
4224.0	3.0
4225.0	6.0
4226.0	5.0
4227.0	2.0
4228.0	4.0
4229.0	3.0
4230.0	4.0
4231.0	5.0
4232.0	4.0
4233.0	5.0
4234.0	3.0
4235.0	7.0
4236.0	7.0
4237.0	4.0
4238.0	5.0
4239.0	4.0
4240.0	5.0
4241.0	6.0
4242.0	9.0
4243.0	3.0
4244.0	4.0
4245.0	3.0
4246.0	4.0
4247.0	6.0
4248.0	8.0
4249.0	2.0
4250.0	3.0
4251.0	4.0
4252.0	1.0
4253.0	7.0
4254.0	8.0
4255.0	5.0
4256.0	4.0
4257.0	5.0
4258.0	3.0
4259.0	5.0
4260.0	3.0
4261.0	5.0
4262.0	7.0
4263.0	6.0
4264.0	1.0
4265.0	6.0
4266.0	4.0
4267.0	7.0
4268.0	6.0
4269.0	6.0
4270.0	4.0
4271.0	6.0
4272.0	4.0
4273.0	6.0
4274.0	4.0
4275.0	3.0
4276.0	10.0
4277.0	7.0
4278.0	4.0
4279.0	6.0
4280.0	9.0
4281.0	2.0
4282.0	1.0
4283.0	4.0
4284.0	4.0
4285.0	3.0
4286.0	8.0
4287.0	4.0
4288.0	3.0
4289.0	8.0
4290.0	4.0
4291.0	4.0
4292.0	2.0
4293.0	5.0
4294.0	5.0
4296.0	2.0
4297.0	7.0
4298.0	3.0
4299.0	3.0
4300.0	3.0
4301.0	3.0
4302.0	4.0
4303.0	6.0
4304.0	9.0
4305.0	2.0
4306.0	7.0
4307.0	1.0
4308.0	2.0
4309.0	9.0
4310.0	6.0
4311.0	1.0
4312.0	7.0
4313.0	4.0
4314.0	3.0
4315.0	4.0
4316.0	3.0
4317.0	5.0
4318.0	10.0
4319.0	4.0
4320.0	5.0
4321.0	6.0
4322.0	5.0
4323.0	5.0
4324.0	4.0
4325.0	2.0
4326.0	5.0
4327.0	5.0
4328.0	6.0
4329.0	5.0
4330.0	7.0
4331.0	4.0
4332.0	3.0
4333.0	6.0
4334.0	2.0
4335.0	4.0
4336.0	3.0
4337.0	4.0
4338.0	7.0
4339.0	6.0
4340.0	5.0
4341.0	2.0
4342.0	7.0
4343.0	5.0
4344.0	4.0
4345.0	5.0
4346.0	2.0
4347.0	5.0
4348.0	4.0
4349.0	4.0
4350.0	4.0
4351.0	2.0
4352.0	1.0
4353.0	5.0
4354.0	6.0
4355.0	4.0
4356.0	6.0
4357.0	3.0
4358.0	2.0
4359.0	1.0
4360.0	3.0
4361.0	3.0
4362.0	1.0
4363.0	4.0
4364.0	6.0
4365.0	5.0
4366.0	6.0
4367.0	5.0
4370.0	4.0
4371.0	2.0
4372.0	1.0
4373.0	5.0
4374.0	1.0
4375.0	2.0
4376.0	5.0
4377.0	3.0
4378.0	4.0
4379.0	2.0
4380.0	2.0
4381.0	2.0
4382.0	3.0
4383.0	3.0
4384.0	3.0
4385.0	8.0
4386.0	3.0
4387.0	6.0
4388.0	4.0
4389.0	3.0
4390.0	5.0
4391.0	2.0
4392.0	4.0
4393.0	3.0
4394.0	5.0
4395.0	4.0
4396.0	3.0
4397.0	2.0
4398.0	2.0
4399.0	1.0
4400.0	6.0
4401.0	5.0
4402.0	5.0
4403.0	3.0
4404.0	5.0
4405.0	5.0
4406.0	5.0
4407.0	2.0
4408.0	8.0
4409.0	7.0
4410.0	2.0
4411.0	2.0
4412.0	3.0
4413.0	1.0
4414.0	1.0
4415.0	4.0
4416.0	1.0
4417.0	4.0
4418.0	4.0
4419.0	3.0
4420.0	1.0
4421.0	5.0
4422.0	1.0
4423.0	4.0
4424.0	2.0
4425.0	4.0
4426.0	6.0
4427.0	4.0
4429.0	2.0
4430.0	4.0
4431.0	4.0
4432.0	6.0
4433.0	4.0
4434.0	4.0
4435.0	2.0
4436.0	5.0
4437.0	4.0
4439.0	5.0
4440.0	2.0
4441.0	6.0
4443.0	5.0
4444.0	1.0
4445.0	5.0
4446.0	1.0
4447.0	7.0
4448.0	4.0
4449.0	3.0
4450.0	1.0
4451.0	4.0
4452.0	3.0
4453.0	1.0
4454.0	5.0
4455.0	5.0
4456.0	4.0
4457.0	5.0
4458.0	4.0
4459.0	5.0
4460.0	4.0
4461.0	3.0
4462.0	2.0
4463.0	1.0
4464.0	2.0
4465.0	4.0
4466.0	6.0
4467.0	1.0
4468.0	2.0
4469.0	4.0
4470.0	4.0
4471.0	1.0
4472.0	2.0
4473.0	1.0
4474.0	4.0
4475.0	3.0
4476.0	8.0
4477.0	6.0
4478.0	2.0
4479.0	5.0
4480.0	5.0
4481.0	2.0
4482.0	2.0
4483.0	3.0
4484.0	6.0
4485.0	6.0
4486.0	2.0
4487.0	5.0
4488.0	3.0
4489.0	5.0
4490.0	1.0
4491.0	3.0
4492.0	2.0
4493.0	4.0
4494.0	7.0
4495.0	1.0
4496.0	2.0
4497.0	7.0
4498.0	3.0
4499.0	2.0
4500.0	6.0
4501.0	5.0
4502.0	2.0
4503.0	4.0
4504.0	3.0
4505.0	6.0
4506.0	4.0
4508.0	6.0
4509.0	6.0
4510.0	4.0
4511.0	6.0
4512.0	3.0
4513.0	4.0
4514.0	3.0
4515.0	2.0
4516.0	7.0
4517.0	3.0
4518.0	4.0
4519.0	5.0
4520.0	1.0
4521.0	2.0
4523.0	2.0
4524.0	1.0
4525.0	2.0
4526.0	1.0
4527.0	3.0
4528.0	2.0
4529.0	3.0
4530.0	1.0
4531.0	4.0
4532.0	3.0
4533.0	2.0
4534.0	1.0
4535.0	3.0
4536.0	3.0
4537.0	6.0
4538.0	2.0
4539.0	4.0
4540.0	6.0
4541.0	3.0
4543.0	5.0
4544.0	1.0
4545.0	6.0
4546.0	1.0
4547.0	5.0
4549.0	2.0
4550.0	4.0
4551.0	3.0
4552.0	4.0
4553.0	5.0
4554.0	2.0
4555.0	3.0
4556.0	2.0
4557.0	4.0
4558.0	2.0
4559.0	5.0
4560.0	3.0
4561.0	5.0
4562.0	2.0
4563.0	2.0
4564.0	5.0
4565.0	3.0
4566.0	3.0
4567.0	4.0
4568.0	4.0
4569.0	3.0
4570.0	3.0
4571.0	3.0
4572.0	5.0
4573.0	4.0
4574.0	5.0
4575.0	6.0
4576.0	5.0
4577.0	4.0
4578.0	1.0
4579.0	10.0
4581.0	3.0
4582.0	6.0
4583.0	5.0
4584.0	5.0
4585.0	3.0
4586.0	1.0
4587.0	3.0
4588.0	3.0
4589.0	5.0
4590.0	10.0
4591.0	6.0
4592.0	4.0
4593.0	3.0
4594.0	2.0
4595.0	4.0
4597.0	1.0
4598.0	4.0
4599.0	1.0
4600.0	4.0
4602.0	2.0
4603.0	2.0
4604.0	3.0
4605.0	1.0
4606.0	2.0
4607.0	3.0
4608.0	3.0
4609.0	3.0
4610.0	3.0
4611.0	1.0
4612.0	5.0
4613.0	2.0
4614.0	1.0
4615.0	2.0
4616.0	4.0
4617.0	6.0
4618.0	3.0
4619.0	1.0
4620.0	4.0
4621.0	4.0
4622.0	2.0
4623.0	4.0
4624.0	4.0
4625.0	1.0
4626.0	1.0
4627.0	1.0
4628.0	3.0
4629.0	3.0
4630.0	3.0
4631.0	4.0
4632.0	2.0
4633.0	2.0
4634.0	4.0
4635.0	1.0
4636.0	2.0
4637.0	2.0
4638.0	2.0
4639.0	3.0
4641.0	1.0
4643.0	2.0
4644.0	2.0
4645.0	3.0
4646.0	1.0
4647.0	1.0
4648.0	2.0
4649.0	3.0
4650.0	2.0
4651.0	2.0
4652.0	1.0
4653.0	3.0
4654.0	1.0
4655.0	1.0
4656.0	1.0
4657.0	3.0
4658.0	3.0
4659.0	2.0
4660.0	1.0
4661.0	7.0
4662.0	1.0
4663.0	1.0
4664.0	1.0
4665.0	1.0
4668.0	2.0
4669.0	1.0
4670.0	2.0
4671.0	4.0
4673.0	2.0
4674.0	1.0
4675.0	3.0
4676.0	2.0
4677.0	2.0
4678.0	2.0
4679.0	2.0
4680.0	2.0
4681.0	2.0
4682.0	3.0
4683.0	5.0
4684.0	5.0
4685.0	1.0
4686.0	1.0
4687.0	1.0
4688.0	1.0
4689.0	2.0
4690.0	1.0
4691.0	2.0
4692.0	1.0
4693.0	1.0
4694.0	2.0
4695.0	1.0
4696.0	5.0
4697.0	1.0
4698.0	4.0
4700.0	2.0
4702.0	2.0
4704.0	1.0
4705.0	2.0
4706.0	3.0
4707.0	2.0
4709.0	2.0
4710.0	5.0
4711.0	3.0
4712.0	1.0
4713.0	3.0
4714.0	1.0
4715.0	1.0
4717.0	1.0
4718.0	2.0
4720.0	1.0
4721.0	3.0
4722.0	2.0
4723.0	1.0
4724.0	1.0
4725.0	1.0
4726.0	1.0
4727.0	2.0
4728.0	2.0
4729.0	1.0
4730.0	4.0
4732.0	3.0
4733.0	5.0
4734.0	2.0
4735.0	1.0
4736.0	2.0
4738.0	7.0
4739.0	3.0
4740.0	4.0
4741.0	5.0
4742.0	3.0
4743.0	1.0
4744.0	3.0
4745.0	2.0
4747.0	2.0
4748.0	5.0
4749.0	3.0
4750.0	2.0
4751.0	1.0
4752.0	2.0
4753.0	1.0
4754.0	1.0
4755.0	2.0
4756.0	5.0
4757.0	3.0
4758.0	1.0
4759.0	3.0
4760.0	4.0
4761.0	2.0
4762.0	1.0
4763.0	5.0
4764.0	3.0
4765.0	4.0
4766.0	3.0
4767.0	2.0
4768.0	1.0
4769.0	4.0
4770.0	3.0
4771.0	3.0
4772.0	5.0
4773.0	2.0
4774.0	2.0
4775.0	1.0
4776.0	1.0
4777.0	2.0
4778.0	3.0
4780.0	3.0
4781.0	1.0
4783.0	1.0
4784.0	3.0
4786.0	4.0
4787.0	1.0
4788.0	3.0
4789.0	2.0
4790.0	3.0
4791.0	1.0
4792.0	2.0
4793.0	3.0
4795.0	1.0
4796.0	1.0
4797.0	4.0
4798.0	4.0
4800.0	1.0
4801.0	4.0
4802.0	1.0
4803.0	2.0
4804.0	1.0
4805.0	2.0
4807.0	1.0
4808.0	2.0
4809.0	1.0
4811.0	1.0
4812.0	1.0
4813.0	3.0
4814.0	2.0
4815.0	2.0
4816.0	1.0
4817.0	2.0
4819.0	1.0
4820.0	1.0
4821.0	2.0
4822.0	1.0
4823.0	1.0
4828.0	1.0
4829.0	2.0
4830.0	1.0
4831.0	1.0
4832.0	1.0
4833.0	2.0
4834.0	2.0
4835.0	5.0
4838.0	1.0
4839.0	1.0
4841.0	1.0
4842.0	1.0
4843.0	2.0
4844.0	1.0
4845.0	1.0
4846.0	1.0
4847.0	1.0
4848.0	2.0
4849.0	2.0
4851.0	2.0
4853.0	1.0
4854.0	1.0
4855.0	1.0
4856.0	1.0
4860.0	1.0
4862.0	4.0
4864.0	2.0
4865.0	1.0
4869.0	1.0
4870.0	2.0
4873.0	3.0
4874.0	1.0
4876.0	1.0
4877.0	1.0
4878.0	1.0
4884.0	2.0
4885.0	1.0
4887.0	2.0
4888.0	3.0
4889.0	1.0
4890.0	1.0
4892.0	4.0
4895.0	2.0
4897.0	2.0
4900.0	1.0
4905.0	1.0
4906.0	2.0
4908.0	3.0
4909.0	2.0
4910.0	2.0
4913.0	1.0
4915.0	1.0
4916.0	1.0
4918.0	1.0
4921.0	1.0
4922.0	2.0
4923.0	3.0
4925.0	2.0
4927.0	1.0
4928.0	1.0
4930.0	2.0
4931.0	2.0
4933.0	4.0
4935.0	1.0
4937.0	2.0
4940.0	2.0
4941.0	2.0
4942.0	1.0
4943.0	1.0
4944.0	1.0
4945.0	1.0
4946.0	2.0
4947.0	1.0
4948.0	2.0
4949.0	1.0
4950.0	1.0
4952.0	2.0
4953.0	1.0
4955.0	1.0
4957.0	2.0
4960.0	1.0
4961.0	2.0
4962.0	1.0
4964.0	1.0
4967.0	1.0
4976.0	1.0
4977.0	2.0
4980.0	1.0
4981.0	2.0
4983.0	1.0
4986.0	1.0
4987.0	1.0
4990.0	2.0
4991.0	1.0
4993.0	1.0
4994.0	2.0
4996.0	1.0
4997.0	2.0
4998.0	1.0
4999.0	2.0
5001.0	1.0
5003.0	1.0
5005.0	1.0
5006.0	1.0
5008.0	2.0
5009.0	2.0
5010.0	1.0
5011.0	1.0
5013.0	1.0
5016.0	1.0
5019.0	2.0
5020.0	1.0
5022.0	2.0
5024.0	2.0
5026.0	1.0
5029.0	1.0
5031.0	1.0
5032.0	3.0
5035.0	1.0
5038.0	2.0
5039.0	3.0
5040.0	1.0
5045.0	2.0
5046.0	1.0
5050.0	1.0
5052.0	1.0
5055.0	2.0
5056.0	2.0
5057.0	1.0
5058.0	1.0
5062.0	1.0
5064.0	1.0
5065.0	1.0
5067.0	3.0
5068.0	1.0
5069.0	3.0
5070.0	2.0
5071.0	2.0
5073.0	1.0
5074.0	3.0
5075.0	1.0
5077.0	1.0
5079.0	1.0
5081.0	1.0
5082.0	1.0
5083.0	1.0
5085.0	1.0
5087.0	1.0
5088.0	1.0
5089.0	2.0
5090.0	1.0
5093.0	1.0
5094.0	2.0
5095.0	1.0
5096.0	1.0
5097.0	2.0
5101.0	3.0
5104.0	1.0
5106.0	2.0
5107.0	1.0
5108.0	3.0
5109.0	1.0
5111.0	1.0
5113.0	1.0
5114.0	1.0
5119.0	1.0
5120.0	1.0
5125.0	1.0
5126.0	1.0
5127.0	2.0
5130.0	2.0
5131.0	1.0
5133.0	2.0
5136.0	1.0
5138.0	1.0
5139.0	1.0
5141.0	1.0
5145.0	2.0
5147.0	2.0
5148.0	1.0
5149.0	1.0
5155.0	2.0
5156.0	2.0
5157.0	1.0
5161.0	1.0
5162.0	1.0
5164.0	2.0
5165.0	1.0
5167.0	1.0
5169.0	1.0
5170.0	1.0
5171.0	2.0
5174.0	1.0
5177.0	2.0
5180.0	1.0
5186.0	1.0
5187.0	1.0
5188.0	2.0
5190.0	2.0
5191.0	1.0
5192.0	1.0
5195.0	2.0
5196.0	2.0
5197.0	3.0
5199.0	2.0
5200.0	1.0
5202.0	1.0
5203.0	2.0
5204.0	2.0
5205.0	1.0
5209.0	1.0
5212.0	3.0
5215.0	2.0
5216.0	4.0
5218.0	2.0
5219.0	1.0
5220.0	1.0
5221.0	2.0
5224.0	1.0
5226.0	2.0
5228.0	1.0
5231.0	1.0
5236.0	1.0
5237.0	3.0
5238.0	2.0
5240.0	2.0
5243.0	2.0
5244.0	2.0
5246.0	1.0
5252.0	1.0
5255.0	1.0
5258.0	1.0
5259.0	1.0
5260.0	1.0
5261.0	1.0
5263.0	2.0
5266.0	1.0
5267.0	1.0
5268.0	1.0
5269.0	1.0
5270.0	2.0
5271.0	1.0
5273.0	1.0
5279.0	2.0
5281.0	1.0
5283.0	1.0
5284.0	2.0
5285.0	1.0
5286.0	1.0
5289.0	2.0
5290.0	1.0
5292.0	1.0
5293.0	1.0
5295.0	1.0
5296.0	1.0
5297.0	2.0
5298.0	1.0
5300.0	3.0
5303.0	1.0
5305.0	1.0
5308.0	1.0
5310.0	1.0
5314.0	2.0
5316.0	1.0
5323.0	2.0
5324.0	2.0
5325.0	1.0
5326.0	1.0
5327.0	2.0
5328.0	1.0
5334.0	1.0
5335.0	1.0
5336.0	1.0
5341.0	1.0
5346.0	1.0
5348.0	1.0
5351.0	1.0
5352.0	1.0
5353.0	1.0
5354.0	1.0
5361.0	1.0
5362.0	1.0
5364.0	1.0
5366.0	1.0
5375.0	1.0
5378.0	1.0
5379.0	2.0
5380.0	2.0
5382.0	1.0
5387.0	1.0
5391.0	1.0
5392.0	1.0
5396.0	1.0
5397.0	1.0
5398.0	1.0
5400.0	2.0
5402.0	1.0
5406.0	1.0
5409.0	2.0
5411.0	2.0
5423.0	1.0
5425.0	1.0
5430.0	1.0
5431.0	1.0
5435.0	1.0
5436.0	1.0
5441.0	1.0
5443.0	1.0
5453.0	1.0
5454.0	2.0
5457.0	1.0
5461.0	1.0
5462.0	1.0
5472.0	1.0
5473.0	1.0
5488.0	1.0
5497.0	2.0
5498.0	1.0
5499.0	1.0
5505.0	1.0
5506.0	1.0
5508.0	1.0
5510.0	1.0
5513.0	2.0
5516.0	1.0
5524.0	1.0
5527.0	1.0
5532.0	1.0
5538.0	2.0
5556.0	1.0
5557.0	1.0
5559.0	1.0
5563.0	1.0
5565.0	1.0
5568.0	1.0
5572.0	1.0
5574.0	1.0
5575.0	1.0
5576.0	1.0
5577.0	1.0
5587.0	1.0
5591.0	1.0
5592.0	2.0
5593.0	1.0
5604.0	1.0
5611.0	1.0
5614.0	1.0
5618.0	1.0
5631.0	1.0
5634.0	1.0
5648.0	1.0
5649.0	1.0
5660.0	1.0
5678.0	1.0
5685.0	1.0
5688.0	1.0
5689.0	2.0
5691.0	1.0
5695.0	1.0
5697.0	1.0
5712.0	1.0
5720.0	1.0
5722.0	1.0
5723.0	1.0
5724.0	1.0
5726.0	1.0
5740.0	1.0
5744.0	1.0
5762.0	1.0
5765.0	1.0
5766.0	1.0
5770.0	1.0
5771.0	1.0
5772.0	1.0
5778.0	1.0
5779.0	1.0
5788.0	1.0
5790.0	1.0
5810.0	1.0
5817.0	1.0
5818.0	1.0
5823.0	2.0
5828.0	1.0
5832.0	2.0
5900.0	1.0
5908.0	1.0
5913.0	1.0
5972.0	1.0
5989.0	1.0
5990.0	1.0
5992.0	1.0
5999.0	2.0
6001.0	1.0
6006.0	1.0
6007.0	1.0
6019.0	1.0
6028.0	1.0
6031.0	1.0
6036.0	1.0
6045.0	1.0
6094.0	1.0
6117.0	1.0
6119.0	1.0
6122.0	1.0
6130.0	1.0
6132.0	1.0
6142.0	1.0
6151.0	1.0
6153.0	1.0
6154.0	1.0
6156.0	1.0
6161.0	1.0
6163.0	1.0
6166.0	1.0
6167.0	1.0
6168.0	1.0
6170.0	1.0
6176.0	1.0
6180.0	2.0
6185.0	1.0
6186.0	1.0
6220.0	1.0
6224.0	1.0
6235.0	1.0
6238.0	1.0
6279.0	1.0
6280.0	2.0
6283.0	1.0
6288.0	1.0
6290.0	2.0
6293.0	1.0
6301.0	2.0
6319.0	1.0
6320.0	1.0
6321.0	1.0
6326.0	1.0
6327.0	4.0
6339.0	1.0
6341.0	1.0
6345.0	1.0
6352.0	1.0
6355.0	2.0
6359.0	1.0
6365.0	2.0
6369.0	1.0
6374.0	2.0
6381.0	1.0
6387.0	1.0
6389.0	2.0
6394.0	1.0
6395.0	1.0
6397.0	1.0
6401.0	1.0
6415.0	1.0
6420.0	2.0
6423.0	1.0
6425.0	1.0
6447.0	1.0
6450.0	2.0
6451.0	1.0
6458.0	1.0
6463.0	2.0
6465.0	1.0
6466.0	1.0
6469.0	1.0
6474.0	1.0
6475.0	2.0
6483.0	1.0
6484.0	1.0
6491.0	1.0
6492.0	1.0
6510.0	1.0
6517.0	1.0
6525.0	1.0
6526.0	1.0
6528.0	1.0
6530.0	1.0
6536.0	1.0
6540.0	1.0
6541.0	1.0
6549.0	2.0
6550.0	1.0
6560.0	1.0
6561.0	1.0
6568.0	1.0
6581.0	1.0
6584.0	1.0
